division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Amaranthus L.,Щирица,Amaranthus lividus L.,щирица синеватая,"ko'kish tojixo'roz, amarant",http://www.plantarium.ru/page/view/item/2555.html,bir yillik,"qirg'oqlar ariqlar, tomorqalar, bog'lar, yoqalari yo'llar, begona o'tli joylar","tekislik, tog'oldi","begona o't, oziq-ovqatbop, dorivor","Yevrosiyo, Afrika, shimoliy va Janubiy Amerika, Avstraliya",,,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","сорное, пищевое, лекарственное","weed, food, medicinal"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Amaranthus L.,Щирица,Amaranthus retroflexus L.,щирица запрокинутая,"qayrilgan tojixo'roz, yovvoyi gultojxo'roz, eshaksho'ra",http://www.plantarium.ru/page/view/item/2577.html,bir yillik,"aholi punktlari, bog'lar, dalalar, yoqalari yo'llar, begona o'tli joylar","tekislik, tog'oldi, past tog'lar","begona o't, yem-xashakbop, dorivor","mo'tadil mintaqa Yevrosiyo, shimoliy va Janubiy Amerika",Butun O'rta Osiyo bo'ylab,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains","сорное, кормовое, лекарственное","weed, fodder, medicinal"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Amaranthus L.,Щирица,Amaranthus thellungianus Nevski,щирица Теллунга,Tellung tojixo'rozi,,bir yillik,"dalalar, begona o'tli joylar","tekislik, tog'oldi",begona o't,O'rta Osiyo (tekislik va tog'oldi hududlar),"g'arbiy Tyanshan, Pomir-Oloy, Kopetdog', daryo vodiylari Amudaryo, Murg'ob",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Amaranthus L.,Щирица,Amaranthus tricolor L.,щирица трехцветная,uchrangli tojixo'roz,http://www.plantarium.ru/page/view/item/2582.html,bir yillik,"aholi punktlari, vohalar, dalalar, begona o'tli joylar, qirg'oqlar ariqlar, yoqalari yo'llar",tekislik,manzarali,janubiy Osiyo. O'zbekistonda kelgindi.,tur sobran odin marta atrofi sh. Andijan,tur sobran odin marta atrofi sh. Andijan,,,false,однолетнее,annual,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Polycnemum L.,Хруплявник,Polycnemum arvense L.,хруплявник полевой,dala poliknemumi,http://www.plantarium.ru/page/view/item/29189.html,bir yillik,"toshloq, shag'alli yonbag'irlar, shag'alzorlar, bo'sh yerlar, tashlandiq ekin maydonlari, begona o'tli joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","begona o't, yem-xashakbop","Yevropa, Kavkaz, O'rta yer dengizi mintaqasi, O'rta Osiyo, Kichik Osiyo, Sibir","Zaysan botiq, Balxashbo'yi, Orolbo'yi, Kaspiybo'yi cho'llar, Qozog'iston past tog'lik, Betpaqdala, Mo'yinqum, Tarbag'atoy, Jung'or Olatovi, Tyanshan, g'arbiy Pomir-Oloy, Kopetdog'",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","сорное, кормовое","weed, fodder"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Polycnemum L.,Хруплявник,Polycnemum perenne Litv.,хруплявник многолетний,ko'pyillik poliknemum,,ko'p yillik,"toshloq yonbag'irlar, qoyalar, tosh sochilmalari","tog'oldi, past tog'lar",foydalanilmaydi,"g'arbiy Tyanshan, shimoliy Pomir-Oloy","g'arbiy Tyanshan, Farg'ona vodiy, Pomir-Oloy (Alay)",,Tog'li o'rta Osiyo endemigi,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium album L.,марь белая,oq sho'ra,http://www.plantarium.ru/page/view/item/10145.html,bir yillik,"dalalar, tomorqalar, tashlandiq ekin maydonlari, bog'lar, aholi punktlari, begona o'tli joylar, bo'sh yerlar, yoqalari yo'llar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","begona o't, yem-xashakbop, dorivor, oziq-ovqatbop, bo'yoqbop, efir moyli, asalbop",kosmopolit,Butun O'rta Osiyo bo'ylab,Butun O'zbekiston bo'ylab,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains","сорное, кормовое, лекарственное, пищевое, красильное, эфиромасличное, медоносное","weed, fodder, medicinal, food, dye, essential-oil, melliferous"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium botrys L.,"марь душистая, марь пахучая",xushbo'y sho'ra,http://www.plantarium.ru/page/view/item/10160.html,bir yillik,"quruq o'zanlar, shag'alzorlar, toshloq yonbag'irlar, begona o'tli joylar, dalalar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, bo'yoqbop, efir moyli","Yevrosiyo, Shimoliy Afrika",Butun O'rta Osiyo bo'ylab,Butun O'zbekiston bo'ylab,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, красильное, эфиромасличное","medicinal, dye, essential-oil"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium chenopodioides (L.) Aellen,"марь толстолистная, марь маревидная",qalinbargli olabuta,http://www.plantarium.ru/page/view/item/10164.html,bir yillik,"sho'rxoklar, qirg'oqlar sho'r ko'llar, dalalar","tekislik, tog'oldi",begona o't,"Yevropa, Kavkaz, O'rta Osiyo, Kichik Osiyo, g'arbiy Xitoy, G'arbiy Sibir","Zaysan botiq, Balxashbo'yi, Orolbo'yi va Kaspiybo'yi cho'llar, Qozog'iston past tog'lik, Betpaqdala, Mo'yinqum, Qizilqum, Qoraqum, g'arbiy Tyanshan, Pomir-Oloy",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium foliosum Aschers.,марь многолистная,sebarg sho'ra,http://www.plantarium.ru/page/view/item/10167.html,bir yillik,"toshloq, shag'alli yonbag'irlar, shag'alzorlar, tosh sochilmalari, qoyalar, begona o'tli joylar, manzilgohlar chorva mollari, yoqalari yo'llar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","oziq-ovqatbop, dorivor, bo'yoqbop","Yevropa, Kavkaz, O'rta Osiyo, Kichik Osiyo, Eron, Afg'oniston, g'arbiy Xitoy, Mongoliya, Himolay",Butun O'rta Osiyo bo'ylab,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains","пищевое, лекарственное, красильное","food, medicinal, dye"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium glaucum L.,марь сизая,ko'k sho'ra,http://www.plantarium.ru/page/view/item/10172.html,bir yillik,"sho'rxoklar, suv havzalari qirg'oqlari, dalalar, begona o'tli joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar",begona o't,mo'tadil mintaqa Yevrosiyo (Palearktika),Butun O'rta Osiyo bo'ylab,Butun O'zbekiston bo'ylab,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium hybridum L.,марь гибридная,duragay sho'ra,http://www.plantarium.ru/page/view/item/10175.html,bir yillik,"changalzorlar daraxtlar va butalar, bog'lar, nam va soya joylar, dalalar, toshloq yonbag'irlar, tosh sochilmalari, begona o'tli joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","zaharli, dorivor, begona o't","Yevropa, o'rta va Markaziy Osiyo, Sibir, Uzoq Sharq, Shimoliy Afrika, Shimoliy Amerika","Zaysan botiq, Balxashbo'yi, Orolbo'yi, Kaspiybo'yi cho'llar, Qozog'iston past tog'lik, Betpaqdala, Jung'or Olatovi, Tyanshan, Pomir-Oloy (Oloy tizmasi, Zarafshon tizmasi: Oburdon, Vaxsh tizmasi: Xavaling)",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","ядовитое, лекарственное, сорное","poisonous, medicinal, weed"
,,,,,,,,,,,Chenopodium urbicum L.,,,,,,,,,,,,,false,,,,,,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium murale L.,марь стенная,dumbul sho'ra,http://www.plantarium.ru/page/view/item/10183.html,bir yillik,begona o'tli joylar,"tog'oldi, past tog'lar","oziq-ovqatbop, dorivor","janubiy-Sharqiy Yevropa, O'rta Osiyo, g'arbiy Xitoy","Qizilqum, g'arbiy Tyanshan, Farg'ona vodiy, Pomir-Oloy (bundan tashqari Pomir), Kopetdog'",,,,false,однолетнее,annual,"предгорья, низкогорья","foothills, low mountains","пищевое, лекарственное","food, medicinal"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium rubrum L.,марь красная,qizil sho'ra,http://www.plantarium.ru/page/view/item/10197.html,bir yillik,"sho'rtob o'tloqlar, suv havzalari qirg'oqlari, daryo vodiylari, dalalar, begona o'tli joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","oziq-ovqatbop, dorivor, begona o't",Shimoliy yarimsharning mo'tadil mintaqasi (Golarktika),Butun O'rta Osiyo bo'ylab,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","пищевое, лекарственное, сорное","food, medicinal, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium serotinum L.,марь поздняя,kechki olabuta,http://www.plantarium.ru/page/view/item/10165.html,bir yillik,"begona o'tli joylar, dalalar, daryo vodiylari, qirg'oqlar kanallar va soylar, manzilgohlar chorva mollari, yoqalari yo'llar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",begona o't,Yevrosiyo,"Zaysan botiq, Qizilqum, Tyanshan, g'arbiy Pomir-Oloy",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Chenopodium L.,Марь,Chenopodium vulvaria L.,марь вонючая,sassiq olabuta,http://www.plantarium.ru/page/view/item/10213.html,bir yillik,"shag'alli yonbag'irlar, shag'alzorlar, quruq o'zanlar, skotoprogoni, begona o'tli joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","begona o't, dorivor, bo'yoqbop","Yevropa, O'rta Osiyo, Kichik Osiyo, G'arbiy Sibir, g'arbiy Xitoy, Mongoliya, Shimoliy Amerika, Avstraliya",Butun O'rta Osiyo bo'ylab,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains","сорное, лекарственное, красильное","weed, medicinal, dye"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Spinacia L.,Шпинат,Spinacia turkestanica Iljin,шпинат туркестанский,Turkiston ismalog'i,,bir yillik,"dalalar, tashlandiq ekin maydonlari, yaylovlar, begona o'tli joylar, qirg'oqlar ariqlar, peschano-galechnie yotqiziqlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","oziq-ovqatbop, yem-xashakbop, begona o't","O'rta Osiyo, Afg'oniston","Balxashbo'yi cho'llar, Mo'yinqum, Qizilqum, Qoraqum, Tyanshan, Pomir-Oloy (bundan tashqari Pomir), Badhiz, Kopetdog'",Butun O'zbekiston bo'ylab,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","пищевое, кормовое, сорное","food, fodder, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Atriplex L.,Лебеда,Atriplex aucheri Moq.,лебеда Ошэ,Oshe sho'rolabutasi,,bir yillik,"sho'rxoklar, taqirlar, qizil gillar, gipsli jinslar, jarliklar, yoqalari yo'llar, begona o'tli joylar","tekislik, tog'oldi","yem-xashakbop, begona o't","janubiy-Sharqiy Yevropa, Kavkaz, O'rta Osiyo, Kichik Osiyo, Eron, g'arbiy Xitoy","Zaysan botiq, Balxashbo'yi, Kaspiybo'yi, Orolbo'yi cho'llar, Qozog'iston past tog'lik, Betpaqdala, Mo'yinqum, Qizilqum, Tyanshan, janubiy Pomir-Oloy, Kopetdog'",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills","кормовое, сорное","fodder, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Atriplex L.,Лебеда,Atriplex cana C.A. Mey.,лебеда белая,oq sho'rolabuta,,yarim buta,"sho'rxoklar, gipslashgan ochilmalar, ochilmalar tuzli gillar, sho'rlangan joylar, daryo vodiylari, qirg'oqlar ko'llar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",yem-xashakbop,"janubiy-Sharqiy Yevropa, O'rta Osiyo, g'arbiy Xitoy, G'arbiy Sibir","Zaysan botiq, Balxashbo'yi, Orolbo'yi, Kaspiybo'yi cho'llar, Qozog'iston past tog'lik, Betpaqdala, Mo'yinqum, Qizilqum, Tyanshan (Iliorti Olatov, Chu-Ili tog'lari), Pomir-Oloy (Zarafshon tizmasi)",,,,false,полукустарник,subshrub,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",кормовое,fodder
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Atriplex L.,Лебеда,Atriplex dimorphostegia Kar. & Kir.,лебеда диморфная,ikkiko'rinishli olabuta,,bir yillik,"qumli cho'llar, taqirlar, ola-bula rangli tog' jinslari ochilmalari, sho'rxoklar, daryo qirg'oqlari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",yem-xashakbop,"O'rta Osiyo, Eron, g'arbiy Xitoy","Balxashbo'yi, Orolbo'yi cho'llar, Betpaqdala, Mo'yinqum, Qizilqum, Qoraqum, Tyanshan, Pomir-Oloy (bundan tashqari Pomir), Kopetdog' (Kizil-Arvat)",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",кормовое,fodder
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Amaranthaceae,Амарантовые,Amaranthaceae,Atriplex L.,Лебеда,Atriplex flabellum Bunge,лебеда веероплодная,yelpig'ichmevali olabuta,,bir yillik,"mayda tuproqli, shag'alli yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari, manzilgohlar chorva mollari, yoqalari yo'llar, begona o'tli joylar","tog'oldi, past tog'lar, o'rta tog'lar","yem-xashakbop, begona o't","O'rta Osiyo, Eron, g'arbiy Xitoy","Butun O'rta Osiyo bo'ylab, tashqari Zaysanskoy botiqlar",,,,false,однолетнее,annual,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains","кормовое, сорное","fodder, weed"
