division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en,habitat_env_ru,habitat_env_en,range_world_ru,range_world_en,range_central_asia_ru,range_central_asia_en,range_uzbekistan_ru,range_uzbekistan_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Barkhausia Moench,Баркхаузия,Barkhausia trichocephala Krasch.,баркхаузия волосистоголовая,tuklibosh barkxauziya,,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq, qumlashgan yonbag'irlar, konglomeratlar, shag'alzorlar, daryo vodiylari",tog'oldi,foydalanilmaydi,"Pomir-Oloy, Badhiz, Afg'oniston","Pomir-Oloy (tizmalari Gissarokiy va uning janubi-g'arb. tarmoqlari, Darvoz, Pyotr I, past tog'lar janubiy Tojikiston), Badhiz",,,,false,однолетнее,annual,предгорья,foothills,не используется,not used,"лёссовые, мелкоземистые, щебнистые, каменистые, песчаные склоны, конгломераты, галечники, речные долины","loess, fine-earth, gravelly, rocky, sandy slopes, conglomerates, gravel beds, river valleys","Памиро-Алай, Бадхыз, Афганистан","Pamir-Alai, Badkhyz, Afghanistan","Памиро-Алай (хребты Гиссарский и его юго-запад. отроги, Дарваз, хребет Петра I, низкий горы южный Таджикистан), Бадхыз","Pamir-Alai (ranges Hissar and its southwest. spurs, Darvaz, Peter I Range, low mountains southern Tajikistan), Badkhyz",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Crepis L.,Скерда,Crepis darvazica Krasch.,скерда дарвазская,Darvoz skerdasi,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, qoyalar, tosh sochilmalari, quruq o'zanlar, daryo qirg'oqlari, ohaktosh ochilmalari, qizil qumtoshlar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Jung'or Olatovi, Tyanshan, Pomir-Oloy","Jung'or Olatovi, Tyanshan (tizmalari Ketmontov, Iliorti, Qirg'iz va Talas Olatov, Piskom: vodiy d. Piskom, Chu-Ili tog'lari, Ichkeletov, tog'lari havzasi. d. Norin: daryo vodiylari Suusamir va Arpa), Pomir-Oloy (tizmalari Oloy, Turkiston, Hisor, Vaxsh, Darvazsniy, Pyotr I, g'arbiy Pomir: Vanj tizmasi)",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used,"каменистые, щебнистые склоны, скалы, каменистые осыпи, сухие русла, берега рек, известняк обнажения, красные песчаники","rocky, gravelly slopes, rocks, rock scree, dry riverbeds, river banks, limestone outcrops, red sandstones","Джунгарский Алатау, Тянь-Шань, Памиро-Алай","Dzungarian Alatau, Tian Shan, Pamir-Alai","Джунгарский Алатау, Тянь-Шань (хребты Кетмень, Заилийский, Киргизский и Талас Алатау, Пскем: долина р. Пскем, Чу-Илийские горы, Ичкелетау, горы бассейн. р. Нарын: речные долины Суусамыр и Арпа), Памиро-Алай (хребты Алай, Туркестан, Гиссар, Вахш, Дарвазсний, хребет Петра I, западный Памир: Ванч хребет)","Dzungarian Alatau, Tian Shan (ranges Ketmen, Trans-Ili, Kyrgyz and Talas Alatau, Pskem: valley r. Pskem, Chu-Ili Mountains, Ichkeletau, mountains basin. r. Naryn: river valleys Suusamyr and Arpa), Pamir-Alai (ranges Alai, Turkestan, Hissar, Vakhsh, Darvazsniy, Peter I Range, western Pamir: Vanj range)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Crepis L.,Скерда,Crepis multicaulis Ledeb.,скерда многостебельная,ko'ppoyali skerda,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, tosh sochilmalari, shag'alzorlar, morenalar, daryo vodiylari, archazorlar, alp o'tloqlari, nam va soya joylar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Yevropa, Sibir, O'rta Osiyo, Afg'oniston, Himolay, g'arbiy Xitoy, Mongoliya","Saur, Jung'or Olatovi, Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used,"каменистые, щебнистые склоны, каменистые осыпи, галечники, морены, речные долины, арчовники, альпийские луга, влажные и тенистые места","rocky, gravelly slopes, rock scree, gravel beds, moraines, river valleys, juniper forests, alpine meadows, moist and shady places","Европа, Сибирь, Средняя Азия, Афганистан, Гималаи, Западный Китай, Монголия","Europe, Siberia, Central Asia, Afghanistan, Himalayas, Western China, Mongolia","Саур, Джунгарский Алатау, Тянь-Шань, Памиро-Алай, Копетдаг","Saur, Dzungarian Alatau, Tian Shan, Pamir-Alai, Kopet Dag",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Crepis L.,Скерда,Crepis oreades Schrenk ex Fisch. & C. A. Mey.,скерда горная,tog' skerdasi,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, tosh sochilmalari, qoyalar, shag'alzorlar, daryo qirg'oqlari, morenalar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"O'rta Osiyo, Afg'oniston, g'arbiy Xitoy","Qozog'iston past tog'lik: tog'lari Ulutau, Tarbag'atoy, Jung'or Olatovi, Tyanshan (tizmalari Iliorti, Terskay, Qirg'iz, Talas Olatov, Qoratov, Piskom, Chotqol, Uzun-Ahmat, Farg'ona, tog'lari havzasi. d. Norin), Pomir-Oloy (tizmalari Oloy va Oloyorti, Oloy vodiy, tizmalari Zarafshon, Hisor, Darvoz, Pyotr I, Pomir)",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used,"каменистые, щебнистые склоны, каменистые осыпи, скалы, галечники, берега рек, морены","rocky, gravelly slopes, rock scree, rocks, gravel beds, river banks, moraines","Средняя Азия, Афганистан, Западный Китай","Central Asia, Afghanistan, Western China","Казахский мелкосопочник: горы Улутау, Тарбагатай, Джунгарский Алатау, Тянь-Шань (хребты Заилийский, Терскей, Киргизский, Таласский Алатау, Каратау, Пскем, Чаткал, Узун-Ахмат, Фергана, горы бассейн. р. Нарын), Памиро-Алай (хребты Алай и Заалайский, Алайская долина, хребты Зарафшан, Гиссар, Дарваз, хребет Петра I, Памир)","Kazakh Uplands: mountains Ulutau, Tarbagatai, Dzungarian Alatau, Tian Shan (ranges Trans-Ili, Terskey, Kyrgyz, Talas Alatau, Karatau, Pskem, Chatkal, Uzun-Akhmat, Fergana, mountains basin. r. Naryn), Pamir-Alai (ranges Alai and Trans-Alai, Alai Valley, ranges Zarafshan, Hissar, Darvaz, Peter I Range, Pamir)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Crepis L.,Скерда,Crepis sibirica L.,скерда сибирская,Sibir skerdasi,,ko'p yillik,"mayda tuproqli yonbag'irlar, changalzorlar butalar, subalp o'tloqlari, daryo qirg'oqlari, tosh sochilmalari",o'rta tog'lar,"dorivor, oziq-ovqatbop, yem-xashakbop, asalbop","Yevropa, O'rta Osiyo, Sibir, Mongoliya","Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan (Ketmontov, Chu-Ili goru, tizmalari Iliorti, Kungay, Terskay, Qirg'iz, Talas Olatov, Chotqol, Piskom, Uzun-Ahmat, Farg'ona, tog'lari havzasi. d. Norin), Pomir-Oloy (tizmalari Oloy, Zarafshon, Hisor, Qorategin, Darvoz, Pyotr I, Surx, past tog'lar janubiy Tojikiston)",,,,false,многолетнее,perennial,среднегорья,mid mountains,"лекарственное, пищевое, кормовое, медоносное","medicinal, food, fodder, melliferous","мелкоземистые склоны, заросли кустарников, субальпийские луга, берега рек, каменистые осыпи","fine-earth slopes, shrub thickets, subalpine meadows, river banks, rock scree","Европа, Средняя Азия, Сибирь, Монголия","Europe, Central Asia, Siberia, Mongolia","Саур, Тарбагатай, Джунгарский Алатау, Тянь-Шань (Кетмень, Чу-Илийский гору, хребты Заилийский, Кунгей, Терскей, Киргизский, Таласский Алатау, Чаткал, Пскем, Узун-Ахмат, Фергана, горы бассейн. р. Нарын), Памиро-Алай (хребты Алай, Зарафшан, Гиссар, Каратегин, Дарваз, хребет Петра I, Сурх, низкий горы южный Таджикистан)","Saur, Tarbagatai, Dzungarian Alatau, Tian Shan (Ketmen, Chu-Ili goru, ranges Trans-Ili, Kungey, Terskey, Kyrgyz, Talas Alatau, Chatkal, Pskem, Uzun-Akhmat, Fergana, mountains basin. r. Naryn), Pamir-Alai (ranges Alai, Zarafshan, Hissar, Karategin, Darvaz, Peter I Range, Surkh, low mountains southern Tajikistan)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hieracium L.,Ястребинка,Hieracium dublitzkii B. Fedtsch. & Nevski,ястребинка Дублицкого,Dublitskiy burgutchasi,,,,,foydalanilmaydi,,,,,,false,,,,,не используется,not used,,,,,,,,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hieracium L.,Ястребинка,Hieracium echioides Lumn.,ястребинка румянковая,pushtiqizil burgutcha,,ko'p yillik,"toshloq, shag'alli yonbag'irlar",baland tog'lar,"dorivor, kauchukli","Yevropa, O'rta Osiyo, Kichik Osiyo, G'arbiy Sibir, g'arbiy Xitoy, Mongoliya",,,,,false,многолетнее,perennial,высокогорья,high mountains,"лекарственное, каучуконосное","medicinal, rubber-bearing","каменистые, щебнистые склоны","rocky, gravelly slopes","Европа, Средняя Азия, Малая Азия, Западная Сибирь, Западный Китай, Монголия","Europe, Central Asia, Asia Minor, Western Siberia, Western China, Mongolia",,,,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hieracium L.,Ястребинка,Hieracium kirghisorum Ǜksip,ястребинка киргизская,qirg'iz burgutchasi,,ko'p yillik,yonbag'irlarda,"tog'oldi, past tog'lar, o'rta tog'lar",foydalanilmaydi,Tyanshan,"Tyanshan (tizmalari Qirg'iz, Talas Olatov, Ugom, Piskom, Qorajontov, Farg'ona)",,,,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",не используется,not used,на склонах,on slopes,Тянь-Шань,Tian Shan,"Тянь-Шань (хребты Киргизский, Таласский Алатау, Угам, Пскем, Каржантау, Фергана)","Tian Shan (ranges Kyrgyz, Talas Alatau, Ugam, Pskem, Karzhantau, Fergana)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hieracium L.,Ястребинка,Hieracium procerum Fr.,ястребинка видная,ko'rinadigan burgutcha,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, darasi, o'tloqlar, daryo vodiylari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",foydalanilmaydi,"janubiy-Sharqiy Yevropa, Kavkaz, O'rta Osiyo va Kichik Osiyo, Suriya, Iroq, Eron, G'arbiy Sibir","To'rg'ay botiq: janubi-g'arb. qismi, Emba plato, vodiy d. Amudaryo, Tarbag'atoy, Jung'or Olatovi, Tyanshan (tizmalari Ketmontov, Iliorti, Kungay, Terskay, Qirg'iz, Talas Olatov, Qoratov, Qorajontov, Ugom, Chotqol, Sandalash, Qurama, Farg'ona), Pomir-Oloy (tizmalari Oloy, Turkiston, Zarafshon, Hisor, Qorategin, Darvoz, past tog'lar janubiy Tojikiston), Kopetdog': janubi-g'arbiy va markaziy",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",не используется,not used,"каменистые, щебнистые склоны, ущелье, луга, речные долины","rocky, gravelly slopes, gorge, meadows, river valleys","Юго-Восточная Европа, Кавказ, средний Азия и Малый Азия, Сирия, Ирак, Иран, Западная Сибирь","Southeastern Europe, Caucasus, middle Asia and Lesser Asia, Syria, Iraq, Iran, Western Siberia","Тургай котловина: юго-запад. часть, Эмбинское плато, долина р. Амударья, Тарбагатай, Джунгарский Алатау, Тянь-Шань (хребты Кетмень, Заилийский, Кунгей, Терскей, Киргизский, Таласский Алатау, Каратау, Каржантау, Угам, Чаткал, Сандалаш, Кураминский, Фергана), Памиро-Алай (хребты Алай, Туркестан, Зарафшан, Гиссар, Каратегин, Дарваз, низкий горы южный Таджикистан), Копетдаг: юго-западный и центральный","Turgai basin: southwest. part, Emba Plateau, Amu Darya valley, Tarbagatai, Dzungarian Alatau, Tian Shan (ranges Ketmen, Trans-Ili, Kungey, Terskey, Kyrgyz, Talas Alatau, Karatau, Karzhantau, Ugam, Chatkal, Sandalash, Kurama, Fergana), Pamir-Alai (ranges Alai, Turkestan, Zarafshan, Hissar, Karategin, Darvaz, low mountains southern Tajikistan), Kopet Dag: southwestern and central",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hieracium L.,Ястребинка,Hieracium regelianum Zahn,ястребинка Регеля,Regel burgutchasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, o'tloqlar, daryo vodiylari va soylar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Kavkaz, O'rta Osiyo","Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Ketmontov, Iliorti, Kungay, Terskay, Qirg'iz, Talas Olatov, Chotqol, Qurama), Pomir-Oloy (tizmalari Oloy, Turkiston, Zarafshon, Hisor, Darvazdkiy, Pyotr I, g'arbiy Pomir, past tog'lar janubiy Tojikiston)",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used,"мелкоземистые, щебнистые, каменистые склоны, луга, река долины и сай","fine-earth, gravelly, rocky slopes, meadows, river valleys and mountain streams","Кавказ, Средняя Азия","Caucasus, Central Asia","Джунгарский Алатау, Тянь-Шань (Чу-Илийский горы, хребты Кетмень, Заилийский, Кунгей, Терскей, Киргизский, Таласский Алатау, Чаткал, Кураминский), Памиро-Алай (хребты Алай, Туркестан, Зарафшан, Гиссар, Дарваздкий, хребет Петра I, Западный Памир, низкий горы южный Таджикистан)","Dzungarian Alatau, Tian Shan (Chu-Ili mountains, ranges Ketmen, Trans-Ili, Kungey, Terskey, Kyrgyz, Talas Alatau, Chatkal, Kurama), Pamir-Alai (ranges Alai, Turkestan, Zarafshan, Hissar, Darvazdkiy, Peter I Range, Western Pamir, low mountains southern Tajikistan)",,
